label,text,text1
55,food burn belly fat don,Burn belly fat with food don
60,fish casting bubble bet find,Find a fish casting a bubble bet
99,guru guide super bowl commercial favorite watch,A guru's guide to the favorite Super Bowl commercial to watch
96,james franco suzanne summer will nom tmrw,James Franco and Suzanne Summer are scheduled to nominate tomorrow.
19,official ny cuomo proposing painful budget cut sdut,Official NY Cuomo proposes a painful budget cut sdut
99,pug dorrito commercial best,The best pug dorrito commercial
46,trend spring,spring trend
89,decision amount dressing circuit,A decision amount is involved in the dressing circuit.
22,antonin scalia save individual mandate,Antonin Scalia's preservation of the individual mandate
99,worth daughter loved chrysler commercial watched time hulu save detroit,"The daughter loved the Chrysler commercial watched on Hulu, saving time in Detroit."
95,facebook privacy breakthrough,A major advancement in Facebook privacy features
22,health care law struck federal judge ruled president obama sweeping healt,"A federal judge ruled that the health care law, a sweeping initiative by President Obama, was struck down."
95,stealth mode making invisible facebook personal finance news yahoo fina,Facebook's stealth mode renders personal finance news from Yahoo Fina invisible.
60,extreme fishing kayak fishing monster fish bluewater jon bluewaterjon bluewater jon schwartz,"Extreme fishing kayaks for targeting monster fish in bluewater environments, including Bluewater Jon and BluewaterJon models by Schwartz."
88,imdb road oscar academy award,Road to the Oscar Academy Award via IMDb
60,choosing fly fishing gear requires patience start,choosing fly fishing equipment necessitates patience at the start
88,king speech win producer guild award three year pga winner win acade,King Speech won the Producer Guild Award and is a three-year PGA winner with a win at the acade.
55,pure acai berry thorough article pure acai berry buy pure acai berry acai berry extracteveryone se,"A comprehensive article on pure acai berries includes details about purchasing pure acai berries and their extract, with references to everyone se."
45,republican nimble democrat social medium study find democrat obama cam tcot tlot,"A social medium study found Republicans and Democrats (including Obama) linked with nimble CAM, TCOT, and TLOT."
60,good info fishing team winner,Valuable information on the winning fishing team.
79,wonder will fill political vacuum tunesia egypt yemen tunesia egypt yemen,Wonder may fill the political vacuum in tunesia egypt yemen tunesia egypt yemen
36,fatal blast reported moscow airport terminal russian authority monday reported fatal explosion domodedo,A fatal blast was reported at Moscow airport terminal by Russian authorities on Monday; a fatal explosion was also reported at Domodedo.
88,king speech true grit lead oscar race king speech british drama stammering monarch,"A British drama about a stammering monarch, 'The King's Speech,' led the Oscar race alongside 'True Grit.'"
94,horse racing factor bet reliable,A reliable factor in horse racing bets
60,fishing check special closeout item great fly fishing gear buy fishwest check,Check Fishwest for a special closeout item: great fly fishing gear available for purchase.
97,lh ainsworth cancer scholarship university south wale australia beasiswa,Lh Ainsworth Cancer Scholarship at University South Wales in Australia â€?Beasiswa
104,watching extreme makeover edition story sad don text drive,Watching the sad story of Don's text drive in the Extreme Makeover edition.
104,twitition dont text drive remember alex brown,Alex Brown doesn't remember twitition text drive
99,wait vw beetle great commercial superbowl commercial beetle bug,The VW Beetle's great Super Bowl commercial features the Beetle Bug.
60,session mayo mark people myselfduration pm pmtide started angling fishing,"Session Mayo marked people's own duration in PM and PM tide, starting angling and fishing."
60,pocketwatch posted ice fishing shack lake tomahawk,Pocketwatch posted an ice fishing shack on lake tomahawk
22,federal judge florida rule obamacare,A federal court judge in Florida issued a ruling regarding Obamacare.
55,acai berry weight loss diet plan cardiovascular health diet weight loss shedd,Acai berry-based weight loss diet plans emphasize cardiovascular health and include shedding.
99,pepsi putting mobile play super bowl advertising marketing branding mobile pepsi superbowl pr,"pepsi integrates mobile play into super bowl advertising and marketing initiatives, focusing on branding and pr efforts"
58,myl mylan awarded fda approval generic protonix delayed release tablet gerd,myl mylan received fda approval for generic protonix delayed-release tablet for gerd
104,dont text drive worldwide,dont text while driving globally
62,gross starbucks trenta cup hold entire bottle wine,A gross Starbucks Trenta cup is able to hold an entire bottle of wine.
110,toughens sanction belarus join eu widening sanction belarus leader,"Belarus leader toughens sanction against Belarus joining EU, widening sanction."
99,chevy cruze comm fb feed captain america hell carmax comm superbowl commercial,a chevy cruze commercial on facebook feed featuring captain america hell carmax and superbowl commercial
87,seriousy gt super bowl food level recipe rock tequila spiked wing luv,seriously gt super bowl food level recipe rock tequila spiked wing love
75,christina aguilera fumble national anthem lyric super bowl tonight super bowl xlv kickoff christina,Christina Aguilera faced a lyric mishap during her national anthem performance at tonight's Super Bowl XLV kickoff.
102,kamut international welcome improvement school nutrition bill,kamut international welcomes the enhancement of school nutrition through a bill
60,fish recipe cleaning preparation fillet round fish,"A recipe for preparing round fish includes cleaning, filleting, and general preparation steps."
99,favourite commercial superbowl volkswagen commercial force,Favourite Volkswagen ad at Super Bowl featuring force
101,wowsa black swan movie intense stirring hope natalie portman win oscar role,Wowsa! The Black Swan film features intense and stirring moments that inspired hope for Natalie Portman's Oscar-winning role.
